CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Server Based Application,WBS000073,4,4,TEAM0008,21/10/2013 11:39,SD0017810,IM0006859
computer,Desktop,WBS000187,5,5,TEAM0008,21/10/2013 11:39,SD0017974,IM0006986
application,Server Based Application,WBS000054,4,4,TEAM0025,21/10/2013 11:41,SD0017777,IM0006941
application,Web Based Application,WBS000073,5,5,TEAM0008,21/10/2013 11:52,SD0017984,IM0006987
application,Web Based Application,WBS000088,4,4,TEAM0003,21/10/2013 11:54,SD0017990,IM0006944
application,Server Based Application,WBS000099,4,4,TEAM0087,21/10/2013 12:10,SD0017999,IM0006946
#N/B,#N/B,WBS000284,3,3,TEAM0066,21/10/2013 12:13,SD0018003,IM0006947
application,Desktop Application,WBS000092,3,3,TEAM0075,21/10/2013 12:29,SD0017830,IM0006861
application,Desktop Application,WBS000092,4,4,TEAM0075,21/10/2013 12:35,SD0017916,IM0007020
application,Web Based Application,WBS000318,4,4,TEAM0045,21/10/2013 12:43,SD0017838,IM0007042
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,21/10/2013 12:48,SD0017922,IM0007023
application,Desktop Application,WBS000096,4,4,TEAM0008,21/10/2013 12:48,SD0017841,IM0007046
application,Server Based Application,WBS000128,4,4,TEAM0052,21/10/2013 12:50,SD0018017,IM0006953
subapplication,Web Based Application,WBS000066,5,5,TEAM0004,21/10/2013 13:01,SD0018144,IM0007026
application,Desktop Application,WBS000217,4,4,TEAM0092,21/10/2013 13:08,SD0018087,IM0006998
application,Web Based Application,WBS000152,5,5,TEAM0069,21/10/2013 13:22,SD0018093,IM0007000
application,Server Based Application,WBS000263,5,5,TEAM0076,21/10/2013 13:26,SD0018149,IM0007027
application,Web Based Application,WBS000153,5,5,TEAM0051,21/10/2013 13:26,SD0018199,IM0007049
application,Server Based Application,WBS000073,4,4,TEAM0031,21/10/2013 13:27,SD0018200,IM0007050
application,Server Based Application,WBS000073,4,4,TEAM0023,21/10/2013 13:40,SD0018058,IM0006966
application,Desktop Application,WBS000094,5,5,TEAM0044,21/10/2013 13:41,SD0018205,IM0007054
computer,Laptop,WBS000091,5,5,TEAM0008,21/10/2013 13:48,SD0018109,IM0007003
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,21/10/2013 13:50,SD0018210,IM0007053
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,21/10/2013 13:55,SD0018277,IM0006968
application,Server Based Application,WBS000219,5,5,TEAM0044,21/10/2013 13:58,SD0018215,IM0007057
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,21/10/2013 13:59,SD0018281,IM0006969
application,Server Based Application,WBS000255,3,3,TEAM0132,21/10/2013 14:02,SD0018216,IM0007055
application,Web Based Application,WBS000152,5,5,TEAM0071,21/10/2013 14:03,SD0018217,IM0007056
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,21/10/2013 14:08,SD0018291,IM0006972
application,Web Based Application,WBS000152,5,5,TEAM0010,21/10/2013 14:10,SD0018118,IM0007007
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,21/10/2013 14:12,SD0018294,IM0006974
application,Citrix,WBS000098,4,4,TEAM0010,21/10/2013 14:19,SD0018123,IM0007010
application,Desktop Application,WBS000110,4,4,TEAM0092,21/10/2013 14:19,SD0018301,IM0006977
application,Server Based Application,WBS000128,4,4,TEAM0052,21/10/2013 14:20,SD0018302,IM0007081
application,Web Based Application,WBS000088,2,2,TEAM0013,21/10/2013 14:20,SD0018228,IM0007067
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,21/10/2013 14:21,SD0018303,IM0006978
subapplication,Web Based Application,WBS000162,2,2,TEAM0003,21/10/2013 14:23,SD0018230,IM0007062
application,SAP,WBS000271,5,5,TEAM0028,21/10/2013 14:24,SD0018231,IM0007061
application,Server Based Application,WBS000072,5,5,TEAM0035,21/10/2013 14:26,SD0018233,IM0007063
subapplication,Web Based Application,WBS000125,3,3,TEAM0008,21/10/2013 14:28,SD0018126,IM0007008
application,Server Based Application,WBS000219,5,5,TEAM0008,21/10/2013 14:32,SD0018169,IM0007036
application,Server Based Application,WBS000219,5,5,TEAM0044,21/10/2013 14:33,SD0018128,IM0007009
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,21/10/2013 14:44,SD0018243,IM0007070
application,Exchange,WBS000094,5,5,TEAM0044,21/10/2013 14:58,SD0018250,IM0007075
computer,Laptop,WBS000091,5,5,TEAM0010,21/10/2013 15:07,SD0018135,IM0007011
application,Server Based Application,WBS000022,4,4,TEAM0134,21/10/2013 15:13,SD0018340,IM0007090
application,Web Based Application,WBS000318,4,4,TEAM0045,21/10/2013 15:16,SD0018189,IM0007037
application,Desktop Application,WBS000092,4,4,TEAM0020,21/10/2013 15:17,SD0018138,IM0007013
application,Web Based Application,WBS000073,4,4,TEAM0023,21/10/2013 15:19,SD0018191,IM0007038
storage,SAN,WBS000128,5,5,TEAM0086,21/10/2013 15:20,SD0018346,IM0007094
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,21/10/2013 15:28,SD0018353,IM0007014
application,Server Based Application,WBS000300,3,3,TEAM0058,21/10/2013 15:29,SD0018432,IM0007039
application,Server Based Application,WBS000072,5,5,TEAM0053,21/10/2013 15:37,SD0018271,IM0007077
application,Server Based Application,WBS000072,5,5,TEAM0035,21/10/2013 15:49,SD0018574,IM0007080
application,Web Based Application,WBS000073,4,4,TEAM0023,21/10/2013 16:01,SD0018580,IM0007160
application,Server Based Application,WBS000228,5,5,TEAM0025,21/10/2013 16:06,SD0018586,IM0007161
subapplication,Web Based Application,WBS000073,4,4,TEAM0008,21/10/2013 16:07,SD0018517,IM0007102
application,Desktop Application,WBS000092,4,4,TEAM0008,21/10/2013 16:25,SD0018371,IM0007192
application,Web Based Application,WBS000073,4,5,TEAM0023,21/10/2013 16:30,SD0018526,IM0007110
application,Web Based Application,WBS000069,4,4,TEAM0041,21/10/2013 16:40,SD0018451,IM0007128
application,Server Based Application,WBS000219,5,5,TEAM0044,21/10/2013 16:43,SD0018529,IM0007107
application,Desktop Application,WBS000096,4,4,TEAM0075,21/10/2013 16:49,SD0018531,IM0007111
application,Server Based Application,WBS000296,4,4,TEAM0093,21/10/2013 16:50,SD0018455,IM0007131
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,21/10/2013 17:18,SD0018539,IM0007112
application,Server Based Application,WBS000219,5,5,TEAM0044,21/10/2013 19:18,SD0018401,IM0007203
application,Server Based Application,WBS000294,3,3,TEAM0132,22/10/2013 7:35,SD0018463,IM0007135
application,Web Based Application,WBS000055,4,4,TEAM0003,22/10/2013 7:43,SD0018465,IM0007136
application,Client Based Application,WBS000073,5,5,TEAM0007,22/10/2013 7:56,SD0018555,IM0007116
application,Client Based Application,WBS000073,5,5,TEAM0007,22/10/2013 8:02,SD0018556,IM0007117
application,Standard Application,WBS000096,3,3,TEAM0075,22/10/2013 8:06,SD0018410,IM0007206
application,Citrix,WBS000292,4,4,TEAM0085,22/10/2013 8:30,SD0018631,IM0007173
application,Web Based Application,WBS000088,4,4,TEAM0003,22/10/2013 8:32,SD0018486,IM0007141
application,Server Based Application,WBS000108,4,4,TEAM0078,22/10/2013 8:45,SD0018635,IM0007174
computer,Desktop,WBS000091,5,5,TEAM0008,22/10/2013 8:45,SD0018640,IM0007229
application,Server Based Application,WBS000072,5,5,TEAM0017,22/10/2013 8:47,SD0018494,IM0007143
computer,Laptop,WBS000091,5,5,TEAM0008,22/10/2013 8:48,SD0018495,IM0007146
application,Server Based Application,WBS000245,4,4,TEAM0094,22/10/2013 8:52,SD0018643,IM0007231
application,Server Based Application,WBS000169,3,3,TEAM0041,22/10/2013 8:58,SD0018428,IM0007210
application,Server Based Application,WBS000128,4,4,TEAM0052,22/10/2013 9:04,SD0018652,IM0007232
application,Server Based Application,WBS000216,4,4,TEAM0092,22/10/2013 9:18,SD0018737,IM0007152
application,Server Based Application,WBS000072,5,5,TEAM0035,22/10/2013 9:19,SD0018867,IM0007212
computer,Desktop,WBS000187,5,5,TEAM0008,22/10/2013 9:26,SD0018743,IM0007273
application,Desktop Application,WBS000133,4,4,TEAM0092,22/10/2013 9:39,SD0018752,IM0007274
subapplication,Server Based Application,WBS000076,5,5,TEAM0078,22/10/2013 9:42,SD0018811,IM0007178
application,Web Based Application,WBS000073,5,5,TEAM0007,22/10/2013 9:43,SD0018812,IM0007179
application,Server Based Application,WBS000090,4,4,TEAM0008,22/10/2013 9:48,SD0018677,IM0007238
computer,Laptop,WBS000091,5,5,TEAM0008,22/10/2013 9:50,SD0018880,IM0007220
application,Web Based Application,WBS000318,4,4,TEAM0039,22/10/2013 9:51,SD0018881,IM0007222
application,Web Based Application,WBS000152,5,5,TEAM0069,22/10/2013 9:52,SD0018679,IM0007241
application,SAP,WBS000271,5,5,TEAM0035,22/10/2013 9:53,SD0018883,IM0007219
application,Server Based Application,WBS000090,4,4,TEAM0010,22/10/2013 10:01,SD0018686,IM0007242
application,Server Based Application,WBS000090,4,4,TEAM0008,22/10/2013 10:03,SD0018774,IM0007278
computer,Laptop,WBS000091,5,5,TEAM0008,22/10/2013 10:07,SD0018689,IM0007245
computer,Laptop,WBS000187,4,4,TEAM0075,22/10/2013 10:09,SD0018782,IM0007283
application,Server Based Application,WBS000072,5,5,TEAM0053,22/10/2013 10:15,SD0018787,IM0007282
application,Server Based Application,WBS000128,4,4,TEAM0052,22/10/2013 10:26,SD0018697,IM0007247
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,22/10/2013 10:28,SD0018897,IM0007227
application,Server Based Application,WBS000073,4,4,TEAM0023,22/10/2013 10:34,SD0018945,IM0007287
computer,Desktop,WBS000187,5,5,TEAM0008,22/10/2013 10:37,SD0018708,IM0007250
application,Client Based Application,WBS000073,4,4,TEAM0048,22/10/2013 10:45,SD0019001,IM0007255
application,Server Based Application,WBS000073,4,4,TEAM0008,22/10/2013 11:01,SD0018836,IM0007186
computer,Windows Server,WBS000102,4,4,TEAM0008,22/10/2013 11:10,SD0018966,IM0007296
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,22/10/2013 11:11,SD0018967,IM0007294
application,Server Based Application,WBS000152,5,5,TEAM0069,22/10/2013 11:17,SD0018840,IM0007187
application,Server Based Application,WBS000326,3,3,TEAM0023,22/10/2013 11:23,SD0019029,IM0007260
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,22/10/2013 11:23,SD0018975,IM0007299
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,22/10/2013 11:27,SD0018931,IM0007321
application,Server Based Application,WBS000199,4,4,TEAM0031,22/10/2013 11:29,SD0019078,IM0007320
application,Server Based Application,WBS000223,4,4,TEAM0023,22/10/2013 11:36,SD0018985,IM0007301
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,22/10/2013 11:38,SD0019040,IM0007263
application,Exchange,WBS000094,4,4,TEAM0044,22/10/2013 11:43,SD0018855,IM0007358
application,Server Based Application,WBS000219,5,5,TEAM0044,22/10/2013 11:43,SD0019045,IM0007267
application,Web Based Application,WBS000073,4,4,TEAM0031,22/10/2013 11:45,SD0019047,IM0007266
application,Desktop Application,WBS000111,5,5,TEAM0033,22/10/2013 11:54,SD0018861,IM0007359
application,Server Based Application,WBS000128,4,4,TEAM0052,22/10/2013 11:55,SD0019054,IM0007268
application,Web Based Application,WBS000158,4,4,TEAM0003,22/10/2013 11:55,SD0018989,IM0007307
subapplication,Web Based Application,WBS000162,4,4,TEAM0003,22/10/2013 12:01,SD0019058,IM0007269
subapplication,Web Based Application,WBS000073,4,4,TEAM0031,22/10/2013 12:04,SD0019098,IM0007326
application,Desktop Application,WBS000092,4,4,TEAM0008,22/10/2013 12:12,SD0019166,IM0007363
application,Web Based Application,WBS000153,5,5,TEAM0051,22/10/2013 12:14,SD0019112,IM0007331
application,Web Based Application,WBS000318,4,4,TEAM0007,22/10/2013 12:21,SD0019116,IM0007333
subapplication,Web Based Application,WBS000073,5,5,TEAM0031,22/10/2013 12:40,SD0019229,IM0007311
application,Server Based Application,WBS000223,4,4,TEAM0057,22/10/2013 12:44,SD0019130,IM0007340
application,Server Based Application,WBS000073,4,4,TEAM0023,22/10/2013 12:55,SD0019233,IM0007428
application,Web Based Application,WBS000063,5,5,TEAM0091,22/10/2013 13:01,SD0019306,IM0007391
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,22/10/2013 13:06,SD0019181,IM0007365
subapplication,Web Based Application,WBS000073,4,4,TEAM0010,22/10/2013 13:06,SD0019311,IM0007393
application,Web Based Application,WBS000063,4,4,TEAM0091,22/10/2013 13:07,SD0019182,IM0007366
displaydevice,Monitor,WBS000091,4,4,TEAM0008,22/10/2013 13:20,SD0019321,IM0007398
storage,Controller,WBS000182,3,3,TEAM0066,22/10/2013 13:24,SD0019190,IM0007370
application,Desktop Application,WBS000096,4,4,TEAM0075,22/10/2013 13:26,SD0019191,IM0007369
application,Web Based Application,WBS000073,4,4,TEAM0040,22/10/2013 13:29,SD0019244,IM0007438
computer,Laptop,WBS000187,5,5,TEAM0008,22/10/2013 13:33,SD0019195,IM0007371
application,Web Based Application,WBS000152,5,5,TEAM0069,22/10/2013 13:35,SD0019331,IM0007403
application,Server Based Application,WBS000296,4,4,TEAM0093,22/10/2013 13:41,SD0019336,IM0007405
application,Desktop Application,WBS000096,4,4,TEAM0075,22/10/2013 13:41,SD0019253,IM0007435
subapplication,Citrix,WBS000098,4,4,TEAM0043,22/10/2013 13:51,SD0019204,IM0007374
application,Desktop Application,WBS000092,4,4,TEAM0008,22/10/2013 13:55,SD0019150,IM0007346
application,Web Based Application,WBS000138,5,5,TEAM0008,22/10/2013 13:58,SD0019348,IM0007407
application,Server Based Application,WBS000165,4,4,TEAM0104,22/10/2013 14:08,SD0019213,IM0007376
computer,Laptop,WBS000091,5,5,TEAM0008,22/10/2013 14:12,SD0019217,IM0007377
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,22/10/2013 14:24,SD0019157,IM0007347
application,Server Based Application,WBS000099,3,3,TEAM0087,22/10/2013 14:33,SD0019440,IM0007382
application,Server Based Application,WBS000128,4,4,TEAM0052,22/10/2013 14:33,SD0019509,IM0007348
application,Web Based Application,WBS000088,5,5,TEAM0008,22/10/2013 15:06,SD0019519,IM0007349
application,Server Based Application,WBS000219,5,5,TEAM0044,22/10/2013 15:15,SD0019522,IM0007351
application,Server Based Application,WBS000223,4,4,TEAM0057,22/10/2013 15:17,SD0019398,IM0007418
application,Server Based Application,WBS000223,4,4,TEAM0031,22/10/2013 15:18,SD0019399,IM0007422
storage,Controller,WBS000182,3,3,TEAM0066,22/10/2013 15:28,SD0019467,IM0007469
software,Security Software,WBS000197,3,3,TEAM0068,22/10/2013 15:29,SD0019468,IM0007471
application,Server Based Application,WBS000223,4,4,TEAM0057,22/10/2013 15:32,SD0019404,IM0007424
storage,Controller,WBS000182,3,3,TEAM0066,22/10/2013 15:33,SD0019472,IM0007470
application,Web Based Application,WBS000073,4,4,TEAM0023,22/10/2013 15:33,SD0019583,IM0007461
application,Server Based Application,WBS000072,5,5,TEAM0053,22/10/2013 15:42,SD0019586,IM0007462
application,Server Based Application,WBS000296,5,5,TEAM0093,22/10/2013 15:46,SD0019590,IM0007465
application,Desktop Application,WBS000092,5,5,TEAM0008,22/10/2013 15:51,SD0019482,IM0007477
application,Web Based Application,WBS000167,5,5,TEAM0008,22/10/2013 15:52,SD0019534,IM0007564
application,Server Based Application,WBS000263,4,4,TEAM0015,22/10/2013 15:56,SD0019592,IM0007466
application,Desktop Application,WBS000096,4,4,TEAM0075,22/10/2013 15:57,SD0019487,IM0007479
application,Desktop Application,WBS000092,4,4,TEAM0008,22/10/2013 16:08,SD0019490,IM0007481
application,Server Based Application,WBS000223,4,4,TEAM0057,22/10/2013 16:13,SD0019424,IM0007530
application,Server Based Application,WBS000223,4,4,TEAM0057,22/10/2013 16:26,SD0019503,IM0007486
application,Web Based Application,WBS000073,5,5,TEAM0007,22/10/2013 16:40,SD0019625,IM0007488
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,22/10/2013 16:48,SD0019547,IM0007570
application,Server Based Application,WBS000073,4,4,TEAM0031,22/10/2013 17:03,SD0019699,IM0007539
application,Server Based Application,WBS000307,3,3,TEAM0066,22/10/2013 18:04,SD0019604,IM0007501
application,Server Based Application,WBS000307,3,3,TEAM0066,23/10/2013 3:46,SD0019654,IM0007495
computer,Laptop,WBS000091,5,5,TEAM0008,23/10/2013 8:08,SD0019556,IM0007573
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,23/10/2013 8:13,SD0019658,IM0007496
application,Web Based Application,WBS000273,3,3,TEAM0128,23/10/2013 8:40,SD0019668,IM0007584
application,Server Based Application,WBS000219,5,5,TEAM0044,23/10/2013 8:41,SD0019724,IM0007543
application,Desktop Application,WBS000092,3,3,TEAM0008,23/10/2013 8:43,SD0019725,IM0007544
application,Server Based Application,WBS000039,5,5,TEAM0124,23/10/2013 9:09,SD0019844,IM0007576
computer,Laptop,WBS000091,5,5,TEAM0008,23/10/2013 9:11,SD0019845,IM0007578
computer,Banking Device,WBS000146,3,3,TEAM0051,23/10/2013 9:12,SD0019789,IM0007512
application,Server Based Application,WBS000139,5,5,TEAM0108,23/10/2013 9:16,SD0019680,IM0007588
subapplication,Web Based Application,WBS000125,4,4,TEAM0008,23/10/2013 9:21,SD0019741,IM0007550
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,23/10/2013 9:30,SD0019748,IM0007548
subapplication,Web Based Application,WBS000073,4,4,TEAM0045,23/10/2013 9:37,SD0019692,IM0007591
application,Server Based Application,WBS000101,4,4,TEAM0086,23/10/2013 9:43,SD0019753,IM0007551
subapplication,Server Based Application,WBS000076,5,5,TEAM0078,23/10/2013 9:54,SD0019757,IM0007553
computer,Laptop,WBS000091,5,5,TEAM0008,23/10/2013 9:57,SD0019815,IM0007516
hardware,Encryption,WBS000123,4,4,TEAM0087,23/10/2013 10:15,SD0019933,IM0007592
application,Desktop Application,WBS000094,4,4,TEAM0044,23/10/2013 10:19,SD0019996,IM0007557
application,Server Based Application,WBS000108,4,4,TEAM0078,23/10/2013 10:25,SD0020001,IM0007558
computer,Laptop,WBS000091,5,5,TEAM0008,23/10/2013 10:26,SD0019894,IM0007617
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,23/10/2013 10:28,SD0019938,IM0007596
application,Server Based Application,WBS000139,5,5,TEAM0108,23/10/2013 10:28,SD0019937,IM0007595
subapplication,Server Based Application,WBS000095,5,5,TEAM0044,23/10/2013 10:28,SD0020003,IM0007559
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,23/10/2013 10:31,SD0020006,IM0007560
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,23/10/2013 10:40,SD0019838,IM0007521
application,Server Based Application,WBS000043,3,3,TEAM0062,23/10/2013 10:41,SD0019945,IM0007598
database,Database,WBS000253,3,3,TEAM0008,23/10/2013 10:45,SD0019841,IM0007522
application,Server Based Application,WBS000296,4,4,TEAM0093,23/10/2013 10:46,SD0019950,IM0007599
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,23/10/2013 10:49,SD0019843,IM0007523
subapplication,Web Based Application,WBS000073,4,4,TEAM0023,23/10/2013 10:51,SD0020071,IM0007524
application,Server Based Application,WBS000139,5,5,TEAM0108,23/10/2013 11:02,SD0019959,IM0007605
application,Desktop Application,WBS000091,3,3,TEAM0008,23/10/2013 11:10,SD0019962,IM0007607
computer,Laptop,WBS000187,5,5,TEAM0008,23/10/2013 11:18,SD0020137,IM0007629
computer,Laptop,WBS000187,5,5,TEAM0008,23/10/2013 11:23,SD0020139,IM0007630
application,Server Based Application,WBS000139,5,5,TEAM0108,23/10/2013 11:24,SD0020090,IM0007528
application,Server Based Application,WBS000228,5,5,TEAM0025,23/10/2013 11:32,SD0020141,IM0007631
application,Server Based Application,WBS000139,5,5,TEAM0108,23/10/2013 11:36,SD0020096,IM0007687
